Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Critic_Score
DuckTales: Remastered,PC,2013.0,Action,Capcom,0,10000,0,67
Resident Evil Director's Cut,PS3,2006.0,Action,Capcom,0,0,50000,83
Dead Rising 2: Off the Record,PC,2011.0,Action,Capcom,40000,20000,0,64
Bombastic,PS2,2002.0,Puzzle,Capcom,30000,20000,0,51
Mega Man Battle Network,GBA,2001.0,Role-Playing,Capcom,140000,50000,220000,82
Remember Me,PC,2013.0,Action,Capcom,0,50000,0,76
Street Fighter X Tekken,X360,2012.0,Fighting,Capcom,310000,100000,30000,42
Mega Man 3,NES,1990.0,Platform,Capcom,680000,100000,390000,52
Sengoku Basara 3 Utage,Wii,2011.0,Action,Capcom,0,0,130000,66
Mega Man X8,PS2,2004.0,Platform,Capcom,140000,110000,0,83
Devil May Cry 4,PS3,2008.0,Action,Capcom,580000,450000,340000,56
Monster Hunter Frontier Online: Forward 1,X360,2011.0,Role-Playing,Capcom,0,0,30000,49
Darkstalkers Resurrection,PS3,2013.0,Fighting,Capcom,0,0,30000,97
Mega Man X: Command Mission,GC,2004.0,Role-Playing,Capcom,100000,20000,0,88
Sengoku Basara 3 Utage,PS3,2011.0,Action,Capcom,0,0,220000,69
Mega Man & Bass,GBA,2002.0,Platform,Capcom,160000,60000,0,43
Resident Evil Archives: Resident Evil Zero,Wii,2008.0,Action,Capcom,130000,30000,60000,97
Resident Evil: Operation Raccoon City,PC,2012.0,Action,Capcom,0,30000,0,84
Mega Man Legends 2,PS,2000.0,Adventure,Capcom,170000,120000,100000,61
Disney's Chip 'n Dale: Rescue Rangers,NES,1990.0,Platform,Capcom,680000,140000,350000,88
God Hand,PS2,2006.0,Action,Capcom,0,0,70000,51
Dragon's Dogma Online,PS4,2015.0,Role-Playing,Capcom,0,0,80000,68
OkamiDen,DS,2010.0,Adventure,Capcom,210000,60000,130000,53
Resident Evil Chronicles HD,PS3,2012.0,Shooter,Capcom,0,0,90000,96
Neopets Puzzle Adventure,DS,2008.0,Puzzle,Capcom,260000,0,0,75
Shijyou Saikyou no Deshi Kenichi: Gekitou! Ragnarok Hachikengou,PS2,2007.0,Fighting,Capcom,0,0,10000,58
Gyakuten Saiban 3,GBA,2004.0,Adventure,Capcom,0,0,160000,92
MotoGP,Wii,2009.0,Racing,Capcom,50000,110000,0,86
Resident Evil: Umbrella Corps,PS4,2016.0,Action,Capcom,0,0,20000,45
Resident Evil: The Umbrella Chronicles,Wii,2007.0,Action,Capcom,670000,430000,290000,58
Tatsunoko vs. Capcom: Cross Generation of Heroes,Wii,2008.0,Fighting,Capcom,0,0,100000,63
Sengoku Basara 4: Sumeragi,PS4,2015.0,Action,Capcom,0,0,50000,83
Dragon's Dogma,PS3,2012.0,Role-Playing,Capcom,410000,440000,720000,49
Mega Man Legacy Collection,3DS,2016.0,Platform,Capcom,140000,0,50000,93
Monster Hunter Freedom,PSP,2005.0,Role-Playing,Capcom,240000,30000,1030000,92
UN Squadron,SNES,1991.0,Shooter,Capcom,0,0,120000,65
Ultimate Marvel vs. Capcom 3,PSV,2011.0,Fighting,Capcom,170000,80000,0,50
Mega Man Soccer,SNES,1993.0,Sports,Capcom,40000,10000,130000,42
E.X. Troopers,3DS,2012.0,Shooter,Capcom,0,0,70000,68
Mega Man Powered Up,PSP,2006.0,Platform,Capcom,120000,10000,0,69
Ace Attorney Investigations 2,DS,2011.0,Adventure,Capcom,0,0,260000,63
Marvel Super Heroes,SAT,1997.0,Fighting,Capcom,0,0,60000,68
Ultimate Marvel vs. Capcom 3,PS3,2011.0,Fighting,Capcom,0,40000,40000,52
Mega Man 6,NES,1993.0,Platform,Capcom,280000,70000,160000,49
Sengoku Basara 2 Heroes,PS2,2007.0,Action,Capcom,0,0,200000,84
Harvey Birdman: Attorney at Law,PSP,2008.0,Adventure,Capcom,90000,0,0,44
Disney's Aladdin,SNES,1993.0,Platform,Capcom,940000,340000,210000,41
Resident Evil 2: Dual Shock Edition,PS,1998.0,Action,Capcom,0,0,260000,60
Resident Evil Outbreak File #2,PS2,2004.0,Action,Capcom,190000,150000,170000,63
Resident Evil: Revelations 2,PS4,2015.0,Action,Capcom,130000,240000,100000,100
Maximo vs Army of Zin,PS2,2003.0,Platform,Capcom,100000,80000,0,86
Mega Man X6,PS,2001.0,Action,Capcom,140000,100000,160000,81
Street Fighter II: The World Warrior,SNES,1992.0,Fighting,Capcom,2470000,830000,2870000,81
Ace Attorney 6,3DS,2016.0,Adventure,Capcom,0,0,270000,81
Monster Hunter Freedom 2,PS3,2011.0,Role-Playing,Capcom,0,0,500000,52
Mega Man Zero,GBA,2002.0,Platform,Capcom,220000,80000,240000,86
Mega Man Zero Collection,DS,2010.0,Platform,Capcom,170000,10000,110000,90
Street Fighter Alpha: Warriors' Dreams,SAT,1996.0,Fighting,Capcom,0,0,350000,60
Crimson Tears,PS2,2004.0,Role-Playing,Capcom,20000,10000,0,90
Resident Evil Zero,PC,2016.0,Action,Capcom,10000,10000,0,99
Resident Evil 4 HD,PS4,2016.0,Shooter,Capcom,40000,0,0,72
Mega Man X7,PS2,2003.0,Action,Capcom,220000,170000,140000,91
Resident Evil: Outbreak,PS2,2003.0,Action,Capcom,540000,350000,460000,100
Phoenix Wright: Ace Attorney Trilogy,3DS,2014.0,Adventure,Capcom,0,0,20000,79
MotoGP 07,PS2,2007.0,Racing,Capcom,50000,40000,0,76
MotoGP 08,PS3,2008.0,Racing,Capcom,70000,240000,0,56
Viewtiful Joe 2,PS2,2004.0,Action,Capcom,100000,80000,0,71
Asura's Wrath,X360,2012.0,Action,Capcom,150000,60000,10000,83
Marvel vs. Capcom 2: New Age of Heroes,PS2,2002.0,Fighting,Capcom,310000,240000,130000,83
Biohazard: Revival Selection,PS3,2011.0,Action,Capcom,0,0,180000,99
Tropix,DS,2008.0,Puzzle,Capcom,60000,0,0,64
Beat Down: Fists of Vengeance,PS2,2005.0,Action,Capcom,40000,30000,90000,87
Okami,PS3,2012.0,Action,Capcom,0,0,140000,92
Onimusha Essentials,PS2,2008.0,Action,Capcom,70000,50000,0,81
Mega Man 5,NES,1992.0,Platform,Capcom,390000,70000,320000,56
Dino Crisis,PS,1998.0,Action,Capcom,810000,760000,700000,98
Onimusha: Dawn of Dreams,PS2,2006.0,Action,Capcom,150000,120000,340000,92
Mega Man ZX,DS,2006.0,Platform,Capcom,160000,0,100000,89
Lost Planet: Extreme Condition,PS3,2008.0,Shooter,Capcom,310000,170000,70000,96
Viewtiful Joe: Red Hot Rumble,PSP,2006.0,Action,Capcom,80000,0,0,93
Okami,Wii,2008.0,Action,Capcom,430000,90000,40000,57
We Love Golf!,Wii,2007.0,Sports,Capcom,190000,0,30000,64
Marvel vs. Capcom 2: New Age of Heroes,XB,2002.0,Fighting,Capcom,90000,30000,10000,66
Monster Hunter G,Wii,2009.0,Role-Playing,Capcom,0,0,250000,56
Gyakuten Saiban 2,GBA,2002.0,Action,Capcom,0,0,140000,67
Great Phoenix Wright: Ace Attorney - Naruhodou Ryuunosuke no Bouken,3DS,2015.0,Action,Capcom,0,0,190000,70
Marvel vs. Capcom: Clash of Super Heroes,PS,1999.0,Fighting,Capcom,430000,300000,0,96
Wantame Fortune Channel,DS,2007.0,Misc,Capcom,0,0,60000,80
Phoenix Wright: Ace Attorney - Dual Destinies,3DS,2013.0,Adventure,Capcom,0,0,380000,100
Resident Evil 5,X360,2009.0,Action,Capcom,2110000,930000,120000,89
Mega Man Maverick Hunter X,PSP,2005.0,Platform,Capcom,270000,10000,0,89
Dead Rising: Chop Till You Drop,Wii,2009.0,Action,Capcom,150000,70000,50000,57
Final Fight: Streetwise,PS2,2006.0,Action,Capcom,30000,20000,0,76
X-Men vs. Street Fighter,SAT,1997.0,Fighting,Capcom,0,0,260000,72
Beatdown: Fists of Vengeance,XB,2005.0,Action,Capcom,30000,10000,0,81
Viewtiful Joe,GC,2003.0,Action,Capcom,380000,100000,120000,98
Mega Man 4,NES,1991.0,Platform,Capcom,510000,90000,320000,84
Capcom vs. SNK 2 EO,XB,2003.0,Fighting,Capcom,80000,20000,0,86
Lost Planet 2,PC,2010.0,Shooter,Capcom,0,20000,0,93
Devil May Cry HD Collection,PS3,2012.0,Action,Capcom,420000,190000,110000,72
Neopets Puzzle Adventure,Wii,2008.0,Puzzle,Capcom,180000,20000,0,83
Resident Evil 3: Nemesis,GC,2003.0,Action,Capcom,60000,20000,0,93
Street Fighter Anniversary Collection,XB,2004.0,Fighting,Capcom,110000,30000,0,80
Resident Evil: Revelations,3DS,2012.0,Action,Capcom,300000,220000,300000,64
Mega Man Star Force 3: Black Ace / Red Joker,DS,2008.0,Action,Capcom,220000,0,220000,70
X-Men vs. Street Fighter,PS,1997.0,Fighting,Capcom,160000,110000,120000,51
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,0,0,3440000,56
Killer7,GC,2005.0,Action,Capcom,120000,30000,0,65
Phoenix Wright: Ace Attorney,DS,2005.0,Adventure,Capcom,440000,50000,390000,97
Phoenix Wright: Revived Turnabout,DS,2008.0,Misc,Capcom,0,0,40000,91
Dead Rising,PS4,2016.0,Action,Capcom,20000,0,10000,50
Mega Man Battle Network 4: Red Sun / Blue Moon,GBA,2003.0,Role-Playing,Capcom,310000,40000,960000,66
Super Ghouls 'n Ghosts,GBA,2002.0,Platform,Capcom,50000,20000,0,96
Monster Hunter Stories,3DS,2016.0,Action,Capcom,0,0,280000,73
Mega Man,NES,1987.0,Platform,Capcom,450000,80000,270000,76
Mega Man Anniversary Collection,PS2,2004.0,Platform,Capcom,290000,220000,0,63
Ghost Trick: Phantom Detective,DS,2010.0,Adventure,Capcom,170000,70000,120000,45
Resident Evil: Revelations,WiiU,2013.0,Action,Capcom,70000,70000,30000,97
Mega Man X,SNES,1993.0,Platform,Capcom,570000,80000,500000,46
Street Fighter IV,X360,2009.0,Fighting,Capcom,1820000,700000,150000,62
Nazo Waku Yakata: Oto no Ma ni Ma ni,3DS,2011.0,Misc,Capcom,0,0,50000,87
Devil May Cry 4,PC,2008.0,Action,Capcom,10000,20000,0,100
Spyborgs,Wii,2009.0,Action,Capcom,90000,10000,0,96
Capcom vs. SNK 2: Millionaire Fighting 2001,DC,2001.0,Fighting,Capcom,0,0,120000,41
Ultimate Marvel vs. Capcom 3,X360,2011.0,Fighting,Capcom,0,30000,40000,90
Fate/Tiger Colosseum Upper,PSP,2008.0,Fighting,Capcom,0,0,60000,60
Resident Evil 6,X360,2012.0,Shooter,Capcom,1120000,600000,70000,64
Resident Evil: Revelations 2,PSV,2015.0,Action,Capcom,0,30000,70000,78
Monster Hunter Freedom 3,PSP,2010.0,Role-Playing,Capcom,0,0,4870000,84
Final Fight,SNES,1990.0,Action,Capcom,670000,170000,690000,92
Monster Hunter G,PS2,2005.0,Role-Playing,Capcom,0,0,230000,80
Lost Planet 3,X360,2013.0,Shooter,Capcom,70000,30000,10000,78
DuckTales: Remastered,WiiU,2013.0,Action,Capcom,60000,0,0,71
Okami,PS2,2006.0,Action,Capcom,110000,30000,150000,88
Resident Evil Zero,PS4,2016.0,Action,Capcom,100000,170000,50000,92
Dark Void,PS3,2010.0,Action,Capcom,180000,120000,0,70
Full House Kiss 2,PS2,2006.0,Adventure,Capcom,0,0,20000,73
Mega Man 8 Anniversary Collector's Edition,SAT,1997.0,Platform,Capcom,0,0,60000,60
Tatsunoko vs. Capcom: Ultimate All-Stars,Wii,2010.0,Fighting,Capcom,300000,150000,30000,96
Resident Evil: Deadly Silence,DS,2006.0,Action,Capcom,110000,20000,110000,62
Street Fighter V,PS4,2016.0,Fighting,Capcom,400000,280000,80000,60
Clock Tower 3,PS2,2002.0,Adventure,Capcom,100000,80000,120000,50
Monster Hunter X,3DS,2015.0,Action,Capcom,270000,210000,2790000,48
Street Fighter Alpha 3,GBA,2002.0,Fighting,Capcom,110000,40000,0,51
Resident Evil Zero,XOne,2016.0,Action,Capcom,50000,20000,0,76
Dead Rising 2,X360,2010.0,Action,Capcom,750000,520000,90000,43
Devil May Cry,PS2,2001.0,Action,Capcom,1360000,860000,640000,42
Mega Man X Collection,GC,2006.0,Misc,Capcom,100000,30000,0,76
Mega Man X4,SAT,1997.0,Action,Capcom,0,0,70000,53
Sengoku Basara X,PS2,2008.0,Fighting,Capcom,0,0,50000,86
Final Fight: Streetwise,XB,2006.0,Action,Capcom,10000,0,0,86
Resident Evil 6,PS4,2016.0,Shooter,Capcom,60000,0,0,73
Commando,NES,1986.0,Action,Capcom,710000,160000,250000,87
Black Cat,PS2,2006.0,Action,Capcom,0,0,10000,61
Gotcha Force,GC,2003.0,Shooter,Capcom,10000,0,10000,61
Resident Evil 6,PC,2012.0,Shooter,Capcom,0,40000,0,85
Mega Man Zero 3,GBA,2004.0,Platform,Capcom,160000,60000,0,90
Devil May Cry 3: Dante's Awakening,PS2,2005.0,Action,Capcom,990000,630000,290000,87
DmC: Devil May Cry,X360,2013.0,Action,Capcom,260000,120000,10000,89
Resident Evil Director's Cut: Dual Shock Edition,PS,1997.0,Action,Capcom,0,0,160000,62
Famicom Mini: Makaimura,GBA,2004.0,Platform,Capcom,0,0,80000,40
Resident Evil: The Mercenaries 3D,3DS,2011.0,Action,Capcom,160000,160000,130000,79
Dragon's Dogma,X360,2012.0,Role-Playing,Capcom,420000,230000,70000,68
Rival Schools: United By Fate,PS,1998.0,Fighting,Capcom,120000,80000,280000,70
Monster Hunter Frontier Online: Season 10,X360,2011.0,Role-Playing,Capcom,0,0,30000,63
Phoenix Wright: Ace Attorney - Trials and Tribulations,DS,2007.0,Adventure,Capcom,300000,30000,250000,44
Disney's DuckTales,NES,1989.0,Platform,Capcom,910000,300000,420000,42
Street Fighter IV,PS3,2009.0,Fighting,Capcom,2030000,1040000,580000,40
Dungeons & Dragons: Shadow over Mystara,PS3,2013.0,Role-Playing,Capcom,0,0,20000,55
1942,NES,1985.0,Shooter,Capcom,650000,140000,210000,46
Breath of Fire: Dragon Quarter,PS2,2002.0,Role-Playing,Capcom,90000,70000,0,85
Lost Planet 3,PC,2013.0,Shooter,Capcom,0,40000,0,68
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,1420000,510000,2100000,76
MotoGP 09/10,PS3,2010.0,Racing,Capcom,50000,130000,0,94
Mega Man Zero 2,GBA,2003.0,Platform,Capcom,180000,70000,170000,93
The Magical Quest starring Mickey Mouse,SNES,1992.0,Platform,Capcom,660000,170000,350000,60
Mega Man Battle Network 6: Cybeast Falzar / Gregar,GBA,2005.0,Role-Playing,Capcom,90000,30000,620000,70
Sengoku Basara: Samurai Heroes,Wii,2010.0,Action,Capcom,60000,10000,200000,50
Mega Man Battle Chip Challenge,GBA,2003.0,Misc,Capcom,80000,30000,0,41
Marvel vs. Capcom 3: Fate of Two Worlds,X360,2011.0,Fighting,Capcom,790000,180000,30000,42
Fate/Tiger Colosseum,PSP,2007.0,Fighting,Capcom,0,0,80000,72
Sengoku Basara: Sanada Yukimura-Den,PS4,2016.0,Action,Capcom,0,0,30000,88
Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,Capcom,170000,40000,400000,60
Power Stone Collection,PSP,2006.0,Action,Capcom,80000,0,0,74
Marvel vs. Capcom: Clash of Super Heroes,DC,1999.0,Fighting,Capcom,0,0,100000,76
Mega Man Battle Network: Operation Shooting Star,DS,,Role-Playing,Capcom,0,0,70000,98
Dino Crisis 3,XB,2003.0,Action,Capcom,80000,30000,30000,41
Mega Man Anniversary Collection,XB,2005.0,Platform,Capcom,100000,30000,0,90
Resident Evil - Code: Veronica X,PS2,2001.0,Action,Capcom,1080000,700000,340000,44
Ultimate Ghosts 'n Goblins (JP sales),PSP,2006.0,Platform,Capcom,0,0,50000,65
Resident Evil: Revelations 2,X360,2015.0,Action,Capcom,40000,20000,0,43
Resident Evil: Revelations,PS3,2013.0,Action,Capcom,140000,290000,220000,76
Mega Man X: Command Mission,PS2,2004.0,Role-Playing,Capcom,90000,70000,0,42
Disney's Hide & Sneak,GC,2003.0,Action,Capcom,30000,10000,0,84
Onimusha Tactics,GBA,2003.0,Strategy,Capcom,60000,20000,0,43
Bionic Commando,PS3,2009.0,Platform,Capcom,120000,170000,10000,77
Haunting Ground,PS2,2005.0,Action,Capcom,30000,30000,0,91
Shadow of Rome,PS2,2005.0,Action,Capcom,130000,100000,0,69
Devil May Cry HD Collection,X360,2012.0,Action,Capcom,280000,110000,10000,58
Resident Evil: Revelations 2,PS3,2015.0,Action,Capcom,60000,50000,160000,86
Super Street Fighter IV: 3D Edition,3DS,2011.0,Fighting,Capcom,550000,440000,140000,79
Monster Hunter 2,PS2,,Role-Playing,Capcom,0,0,630000,42
Capcom Fighting Evolution,PS2,2004.0,Fighting,Capcom,100000,80000,0,60
Mega Man Star Force 2: Zerker x Ninja / Saurian,DS,2007.0,Action,Capcom,240000,0,310000,84
Capcom vs. SNK 2: Mark of the Millennium 2001,PS2,2001.0,Fighting,Capcom,220000,170000,300000,81
Wantame Music Channel: Doko Demo Style,DS,2007.0,Misc,Capcom,0,0,130000,73
Street Fighter X Tekken,PSV,2012.0,Fighting,Capcom,100000,40000,10000,89
Group S Challenge,XB,2003.0,Racing,Capcom,20000,0,0,98
Resident Evil 5,PC,2009.0,Action,Capcom,10000,40000,0,50
MonHun Nikki: Poka Poka Ailu Mura G,PSP,2011.0,Role-Playing,Capcom,0,0,310000,79
Mega Man 64,N64,2000.0,Action,Capcom,140000,30000,50000,73
DmC: Devil May Cry,PS3,2013.0,Action,Capcom,240000,260000,190000,77
Lost Planet: Extreme Condition,X360,2006.0,Shooter,Capcom,1090000,40000,100000,86
Resident Evil (Remake),GC,2002.0,Action,Capcom,630000,380000,350000,88
Resident Evil 4,Wii,2007.0,Action,Capcom,1320000,560000,140000,88
Bionic Commando,X360,2009.0,Platform,Capcom,120000,120000,10000,83
Street Fighter X Tekken,PS3,2012.0,Fighting,Capcom,420000,210000,100000,62
Monster Hunter Frontier Online: Season 9.0,X360,2010.0,Role-Playing,Capcom,0,0,40000,60
MotoGP 10/11,PS3,2011.0,Racing,Capcom,40000,100000,0,95
Capcom Digital Collection,X360,2012.0,Action,Capcom,20000,10000,0,76
MotoGP 09/10,X360,2010.0,Racing,Capcom,70000,90000,0,43
Maximo: Ghosts to Glory,PS2,2001.0,Platform,Capcom,380000,290000,0,98
Robin Hood: Defender of the Crown,XB,2003.0,Strategy,Capcom,20000,10000,0,61
One Piece Mansion,PS,2001.0,Action,Capcom,10000,10000,0,67
Dead Rising 2,XOne,2016.0,Action,Capcom,10000,0,0,74
Mega Man Network Transmission,GC,2003.0,Platform,Capcom,130000,30000,0,81
Gaist Crusher God,3DS,2014.0,Action,Capcom,0,0,20000,75
Street Fighter II': Special Champion Edition (JP weekly sales),GEN,1993.0,Action,Capcom,0,0,70000,49
Resident Evil: Operation Raccoon City,PS3,2012.0,Action,Capcom,480000,240000,360000,73
Marvel vs. Capcom Origins,PS2,2006.0,Fighting,Capcom,110000,80000,20000,63
Disney's DuckTales,GB,1988.0,Platform,Capcom,820000,230000,350000,71
Steel Battalion: Line of Contact,XB,2004.0,Simulation,Capcom,20000,10000,0,61
Goku Makaimura Kai,PSP,2007.0,Platform,Capcom,0,0,10000,65
Mega Man X5,PS,2000.0,Platform,Capcom,300000,210000,200000,82
Resident Evil: Revelations,PC,2013.0,Action,Capcom,0,40000,0,65
Dino Stalker,PS2,2002.0,Shooter,Capcom,70000,60000,80000,43
Sengoku Basara 4,PS3,2014.0,Action,Capcom,0,0,270000,77
Mega Man 2,NES,1988.0,Action,Capcom,930000,150000,420000,42
Lost Planet 3,PS3,2013.0,Shooter,Capcom,70000,50000,60000,81
Mega Man Xtreme,GB,2000.0,Platform,Capcom,0,0,70000,65
Pocket Fighter,SAT,1998.0,Fighting,Capcom,0,0,30000,70
Resident Evil 5 HD,XOne,2016.0,Action,Capcom,20000,0,0,62
Under the Skin,PS2,2004.0,Action,Capcom,10000,10000,0,40
Viewtiful Joe: Double Trouble!,DS,2005.0,Action,Capcom,80000,0,10000,53
Mega Man Anniversary Collection,GC,2004.0,Platform,Capcom,320000,80000,0,70
Robin Hood: Defender of the Crown,PS2,2003.0,Strategy,Capcom,90000,70000,0,83
Capcom Classics Collection,PS2,2005.0,Misc,Capcom,220000,170000,50000,81
Capcom Classics Collection Remixed,PSP,2006.0,Misc,Capcom,270000,0,0,97
Onimusha: Blade Warriors,PS2,2003.0,Fighting,Capcom,60000,50000,0,47
Resident Evil: Dead Aim,PS2,2003.0,Action,Capcom,170000,130000,0,79
Harvey Birdman: Attorney at Law,Wii,2008.0,Adventure,Capcom,80000,0,0,73
Resident Evil 5 HD,PS4,2016.0,Action,Capcom,20000,0,0,66
Dragon's Dogma Online: Season 2,PS4,2016.0,Action,Capcom,0,0,20000,80
Resident Evil 4,PS2,2005.0,Action,Capcom,2080000,830000,460000,92
Resident Evil Archives: Resident Evil,Wii,2008.0,Action,Capcom,160000,40000,80000,77
Dark Void,PC,2010.0,Action,Capcom,0,10000,0,78
Dragon's Dogma Online,PS3,2015.0,Role-Playing,Capcom,0,0,30000,78
Mega Man Battle Network 3 Blue / White Version,GBA,2002.0,Role-Playing,Capcom,390000,20000,850000,84
Asura's Wrath,PS3,2012.0,Action,Capcom,180000,120000,60000,43
Monster Hunter Freedom Unite,PSP,2008.0,Role-Playing,Capcom,470000,550000,4130000,63
DmC: Devil May Cry,XOne,2015.0,Action,Capcom,80000,40000,0,46
E.X. Troopers,PS3,2012.0,Shooter,Capcom,0,0,50000,79
Capcom vs. SNK: Millennium Fight 2000 Pro,DC,2001.0,Fighting,Capcom,0,0,50000,92
Resident Evil 2,GC,2003.0,Action,Capcom,40000,10000,0,51
Remember Me,X360,2013.0,Action,Capcom,100000,60000,0,53
Monster Hunter Frontier Online,X360,2010.0,Role-Playing,Capcom,0,0,130000,83
MotoGP 08,PS2,2008.0,Racing,Capcom,10000,0,0,49
Kabu Trader Shun,DS,2007.0,Action,Capcom,0,0,30000,89
Mega Man ZX Advent,DS,2007.0,Platform,Capcom,220000,0,90000,98
Resident Evil: Revelations 2,XOne,2015.0,Action,Capcom,70000,20000,0,45
Darkstalkers 3,PS,1998.0,Fighting,Capcom,110000,70000,0,79
Devil Kings,PS2,2005.0,Action,Capcom,30000,30000,180000,69
Auto Modellista,GC,2003.0,Racing,Capcom,20000,10000,0,43
Ghosts 'n Goblins,NES,1986.0,Action,Capcom,740000,260000,610000,86
Mega Man Xtreme 2,GB,2001.0,Platform,Capcom,0,0,70000,63
Resident Evil 4 HD,XOne,2016.0,Shooter,Capcom,20000,0,0,74
Sengoku Basara: Chronicle Heroes,PSP,2011.0,Action,Capcom,0,0,160000,71
Phoenix Wright: Ace Attorney - Justice for All,DS,2006.0,Adventure,Capcom,210000,40000,260000,59
Monster Hunter Frontier Online: Forward 2,X360,2011.0,Role-Playing,Capcom,0,0,30000,75
